Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
CUST0369,PROD0030,Category 7,51.19,2022-12-06
CUST0091,PROD0005,Category 5,36.88,2021-07-03
CUST0215,PROD0021,Category 2,149.65,2023-06-13
CUST0375,PROD0044,Category 5,155.82,2023-11-06
CUST0107,PROD0011,Category 2,90.06,2020-09-20
CUST0281,PROD0007,Category 5,173.38,2021-10-06
CUST0275,PROD0048,Category 4,159.04,2022-10-30
CUST0470,PROD0005,Category 5,122.29,2020-02-06
CUST0386,PROD0049,Category 2,100.89,2024-02-06
CUST0317,PROD0021,Category 2,110.4,2022-12-27
CUST0064,PROD0018,Category 2,32.66,2024-01-09
CUST0102,PROD0016,Category 6,99.63,2024-03-08
CUST0216,PROD0011,Category 2,75.37,2022-10-17
CUST0411,PROD0031,Category 8,37.73,2022-01-22
CUST0435,PROD0019,Category 4,185.88,2020-06-25
CUST0122,PROD0034,Category 6,177.92,2022-05-22
CUST0038,PROD0019,Category 4,94.43,2024-01-02
CUST0389,PROD0012,Category 4,78.79,2021-11-11
CUST0452,PROD0013,Category 6,117.43,2023-05-27
CUST0359,PROD0012,Category 4,117.92,2021-03-03
CUST0316,PROD0039,Category 1,114.5,2024-05-26
CUST0307,PROD0006,Category 3,128.14,2023-11-29
CUST0277,PROD0007,Category 5,77.22,2024-11-10
CUST0402,PROD0041,Category 7,34.12,2023-11-28
CUST0228,PROD0014,Category 4,86.93,2022-10-01
CUST0212,PROD0046,Category 3,108.0,2022-01-04
CUST0121,PROD0028,Category 5,28.32,2020-04-03
CUST0343,PROD0008,Category 10,118.6,2023-03-09
CUST0218,PROD0038,Category 6,83.96,2024-03-23
CUST0485,PROD0049,Category 2,140.13,2024-11-17
CUST0056,PROD0035,Category 2,197.3,2023-02-03
CUST0061,PROD0035,Category 2,76.84,2024-08-12
CUST0081,PROD0036,Category 1,12.64,2024-08-29
CUST0261,PROD0008,Category 10,19.51,2021-07-07
CUST0003,PROD0037,Category 5,123.86,2021-09-13
CUST0044,PROD0022,Category 8,176.28,2024-04-10
CUST0229,PROD0034,Category 6,175.86,2021-04-17
CUST0478,PROD0036,Category 1,56.34,2023-07-10
CUST0011,PROD0035,Category 2,183.56,2023-02-02
CUST0190,PROD0034,Category 6,113.02,2023-11-03
CUST0300,PROD0042,Category 10,56.59,2020-07-29
CUST0015,PROD0016,Category 6,171.84,2021-12-14
CUST0473,PROD0016,Category 6,25.87,2020-06-19
CUST0264,PROD0043,Category 9,148.02,2021-11-22
CUST0063,PROD0010,Category 6,126.77,2022-10-10
CUST0470,PROD0046,Category 3,39.89,2022-04-20
CUST0417,PROD0022,Category 8,127.32,2020-04-30
CUST0019,PROD0029,Category 2,29.69,2024-05-08
CUST0170,PROD0002,Category 1,164.28,2021-03-04
CUST0131,PROD0043,Category 9,192.17,2020-05-18
CUST0248,PROD0037,Category 5,41.51,2020-02-27
CUST0228,PROD0036,Category 1,73.39,2023-01-20
CUST0179,PROD0029,Category 2,112.32,2023-12-08
CUST0477,PROD0012,Category 4,120.71,2023-06-18
CUST0104,PROD0006,Category 3,128.4,2021-08-19
CUST0400,PROD0048,Category 4,66.44,2024-11-18
CUST0087,PROD0006,Category 3,186.14,2022-10-03
CUST0189,PROD0007,Category 5,71.29,2024-12-03
CUST0102,PROD0034,Category 6,198.74,2023-03-22
CUST0166,PROD0043,Category 9,19.21,2023-12-08
CUST0109,PROD0001,Category 6,12.99,2023-02-19
CUST0385,PROD0016,Category 6,191.48,2022-06-21
CUST0258,PROD0047,Category 6,50.28,2023-10-01
CUST0350,PROD0029,Category 2,140.93,2022-06-07
CUST0245,PROD0032,Category 2,162.36,2023-07-26
CUST0230,PROD0039,Category 1,94.28,2022-12-04
CUST0221,PROD0008,Category 10,15.96,2022-05-20
CUST0215,PROD0002,Category 1,191.76,2024-09-04
CUST0142,PROD0033,Category 2,113.77,2020-06-01
CUST0145,PROD0038,Category 6,185.75,2021-02-21
CUST0375,PROD0019,Category 4,125.17,2020-08-05
CUST0088,PROD0047,Category 6,139.09,2024-09-17
CUST0329,PROD0041,Category 7,45.04,2023-02-05
CUST0207,PROD0032,Category 2,89.05,2021-01-28
CUST0418,PROD0039,Category 1,178.45,2020-05-30
CUST0417,PROD0019,Category 4,87.52,2022-07-13
CUST0131,PROD0049,Category 2,197.74,2024-09-24
CUST0353,PROD0050,Category 10,155.7,2023-09-10
CUST0203,PROD0044,Category 5,82.51,2020-01-05
CUST0123,PROD0011,Category 2,185.95,2022-11-17
CUST0089,PROD0031,Category 8,87.18,2023-12-19
CUST0154,PROD0048,Category 4,126.91,2020-07-17
CUST0089,PROD0022,Category 8,93.48,2024-05-31
CUST0212,PROD0035,Category 2,106.39,2021-04-02
CUST0269,PROD0021,Category 2,54.27,2020-03-11
CUST0357,PROD0023,Category 2,119.02,2021-12-22
CUST0030,PROD0037,Category 5,82.61,2020-09-05
CUST0123,PROD0030,Category 7,53.67,2022-12-25
CUST0412,PROD0019,Category 4,69.02,2022-10-15
CUST0105,PROD0015,Category 9,176.45,2022-07-30
CUST0273,PROD0015,Category 9,126.57,2021-05-02
CUST0217,PROD0001,Category 6,89.41,2020-10-17
CUST0238,PROD0021,Category 2,85.81,2023-11-23
CUST0187,PROD0014,Category 4,11.35,2023-01-02
CUST0487,PROD0021,Category 2,90.13,2021-09-16
CUST0303,PROD0004,Category 1,50.62,2022-03-24
CUST0134,PROD0043,Category 9,32.4,2023-06-12
CUST0388,PROD0020,Category 8,86.29,2020-06-03
CUST0260,PROD0016,Category 6,30.47,2023-07-01
CUST0346,PROD0043,Category 9,196.23,2021-09-21
CUST0135,PROD0012,Category 4,115.65,2023-10-01
CUST0311,PROD0026,Category 3,72.83,2024-01-16
CUST0270,PROD0006,Category 3,168.47,2024-10-04
CUST0187,PROD0034,Category 6,38.73,2020-01-02
CUST0101,PROD0039,Category 1,15.72,2024-10-04
CUST0135,PROD0013,Category 6,140.4,2022-09-08
CUST0326,PROD0050,Category 10,24.58,2021-11-16
CUST0150,PROD0039,Category 1,121.13,2022-06-19
CUST0396,PROD0018,Category 2,25.45,2024-08-30
CUST0357,PROD0006,Category 3,88.47,2020-11-27
CUST0492,PROD0013,Category 6,65.31,2020-06-23
CUST0449,PROD0041,Category 7,25.85,2023-12-13
CUST0494,PROD0044,Category 5,25.92,2024-02-26
CUST0288,PROD0027,Category 10,160.19,2024-02-03
CUST0233,PROD0045,Category 5,56.91,2021-03-28
CUST0429,PROD0031,Category 8,26.77,2022-04-21
CUST0129,PROD0009,Category 3,36.68,2020-08-17
CUST0259,PROD0001,Category 6,152.41,2024-11-03
CUST0283,PROD0007,Category 5,114.1,2024-02-26
CUST0437,PROD0034,Category 6,100.61,2024-07-07
CUST0081,PROD0039,Category 1,165.89,2021-02-05
CUST0086,PROD0006,Category 3,87.52,2020-05-14
CUST0040,PROD0043,Category 9,23.24,2024-03-27
CUST0334,PROD0004,Category 1,181.61,2022-07-08
CUST0189,PROD0024,Category 5,154.9,2022-11-05
CUST0058,PROD0010,Category 6,135.05,2022-09-06
CUST0467,PROD0006,Category 3,33.77,2023-02-19
CUST0403,PROD0007,Category 5,160.12,2024-02-20
CUST0259,PROD0033,Category 2,136.39,2021-11-28
CUST0104,PROD0042,Category 10,176.65,2022-12-26
CUST0335,PROD0042,Category 10,183.68,2023-10-30
CUST0363,PROD0022,Category 8,36.02,2020-10-16
CUST0414,PROD0032,Category 2,83.71,2022-09-12
CUST0398,PROD0001,Category 6,72.1,2021-10-19
CUST0076,PROD0013,Category 6,183.05,2024-10-25
CUST0080,PROD0042,Category 10,126.6,2024-12-07
CUST0162,PROD0029,Category 2,181.93,2020-09-13
CUST0103,PROD0038,Category 6,179.17,2024-10-29
CUST0041,PROD0039,Category 1,135.53,2020-04-23
CUST0200,PROD0049,Category 2,149.66,2024-03-08
CUST0327,PROD0001,Category 6,10.94,2023-03-15
CUST0483,PROD0015,Category 9,166.35,2022-03-20
CUST0490,PROD0035,Category 2,119.86,2023-01-30
CUST0457,PROD0050,Category 10,180.92,2022-10-25
CUST0432,PROD0045,Category 5,104.54,2020-09-16
CUST0441,PROD0050,Category 10,41.02,2020-07-27
CUST0107,PROD0020,Category 8,184.67,2022-03-23
CUST0268,PROD0035,Category 2,80.71,2023-11-25
CUST0397,PROD0018,Category 2,29.26,2023-01-11
CUST0037,PROD0004,Category 1,93.92,2022-04-11
CUST0050,PROD0028,Category 5,63.68,2022-11-12
CUST0313,PROD0030,Category 7,67.82,2025-01-02
CUST0495,PROD0044,Category 5,120.3,2021-05-02
CUST0292,PROD0013,Category 6,163.12,2024-02-26
CUST0308,PROD0033,Category 2,48.26,2021-04-19
CUST0321,PROD0028,Category 5,184.78,2020-07-16
CUST0182,PROD0038,Category 6,96.88,2020-08-01
CUST0340,PROD0018,Category 2,34.52,2023-10-17
CUST0171,PROD0040,Category 3,62.69,2020-09-20
CUST0062,PROD0013,Category 6,71.27,2021-09-16
CUST0493,PROD0026,Category 3,95.3,2023-03-11
CUST0050,PROD0023,Category 2,101.5,2020-03-05
CUST0225,PROD0023,Category 2,165.58,2020-09-06
CUST0152,PROD0013,Category 6,143.4,2020-07-18
CUST0165,PROD0026,Category 3,98.96,2022-05-12
CUST0267,PROD0036,Category 1,13.86,2021-06-03
CUST0409,PROD0009,Category 3,86.84,2024-02-15
CUST0350,PROD0025,Category 1,183.24,2024-07-02
CUST0057,PROD0015,Category 9,148.1,2021-12-14
CUST0487,PROD0029,Category 2,10.19,2020-08-05
CUST0351,PROD0004,Category 1,12.48,2020-03-15
CUST0400,PROD0002,Category 1,110.15,2024-12-27
CUST0055,PROD0007,Category 5,10.82,2021-03-04
CUST0048,PROD0032,Category 2,188.82,2021-09-18
CUST0489,PROD0019,Category 4,101.52,2020-06-13
CUST0090,PROD0043,Category 9,23.21,2024-09-11
CUST0438,PROD0049,Category 2,110.07,2022-12-11
CUST0086,PROD0033,Category 2,69.49,2022-08-14
CUST0078,PROD0046,Category 3,199.28,2023-10-15
CUST0319,PROD0001,Category 6,157.89,2024-08-28
CUST0080,PROD0024,Category 5,166.16,2023-03-19
CUST0299,PROD0030,Category 7,177.75,2022-12-19
CUST0001,PROD0015,Category 9,140.58,2022-06-24
CUST0201,PROD0010,Category 6,34.1,2021-06-20
CUST0118,PROD0022,Category 8,53.23,2022-03-10
CUST0200,PROD0044,Category 5,99.87,2020-10-11
CUST0046,PROD0013,Category 6,174.17,2022-09-09
CUST0214,PROD0027,Category 10,16.01,2022-02-10
CUST0354,PROD0016,Category 6,26.63,2021-02-28
CUST0162,PROD0032,Category 2,119.15,2024-08-27
CUST0029,PROD0038,Category 6,104.91,2023-07-27
CUST0165,PROD0050,Category 10,36.98,2021-02-04
CUST0053,PROD0019,Category 4,37.47,2021-10-13
CUST0118,PROD0018,Category 2,133.44,2022-01-18
CUST0430,PROD0015,Category 9,59.13,2022-08-02
CUST0131,PROD0020,Category 8,88.58,2021-06-25
CUST0126,PROD0017,Category 7,57.59,2024-04-07
CUST0228,PROD0044,Category 5,149.53,2023-11-17
CUST0496,PROD0010,Category 6,144.53,2020-06-12
CUST0187,PROD0032,Category 2,135.85,2023-04-24
CUST0263,PROD0008,Category 10,11.19,2022-04-26
CUST0224,PROD0015,Category 9,194.44,2024-01-18
CUST0433,PROD0016,Category 6,141.12,2021-10-24
CUST0439,PROD0039,Category 1,124.55,2023-11-25
CUST0155,PROD0044,Category 5,82.07,2021-04-29
CUST0138,PROD0042,Category 10,95.54,2021-06-10
CUST0223,PROD0025,Category 1,112.61,2022-07-01
CUST0491,PROD0008,Category 10,192.76,2022-02-15
CUST0171,PROD0019,Category 4,25.95,2021-10-19
CUST0005,PROD0024,Category 5,190.03,2020-03-10
CUST0038,PROD0030,Category 7,134.05,2021-02-16
CUST0333,PROD0015,Category 9,77.45,2021-04-20
CUST0126,PROD0018,Category 2,141.45,2022-11-02
CUST0375,PROD0033,Category 2,12.83,2020-12-23
CUST0027,PROD0039,Category 1,195.48,2023-01-09
CUST0213,PROD0047,Category 6,142.02,2020-04-12
CUST0322,PROD0048,Category 4,64.94,2023-04-03
CUST0357,PROD0001,Category 6,30.87,2021-10-03
CUST0242,PROD0025,Category 1,83.85,2022-11-09
CUST0311,PROD0047,Category 6,132.63,2020-10-23
CUST0425,PROD0008,Category 10,45.62,2024-07-08
CUST0421,PROD0034,Category 6,80.86,2021-05-10
CUST0087,PROD0050,Category 10,143.92,2020-11-30
CUST0096,PROD0045,Category 5,130.48,2023-01-17
CUST0321,PROD0036,Category 1,73.8,2022-12-23
CUST0437,PROD0025,Category 1,82.0,2023-06-17
CUST0022,PROD0017,Category 7,29.67,2021-08-25
CUST0433,PROD0035,Category 2,71.81,2020-02-03
CUST0208,PROD0018,Category 2,23.71,2023-07-07
CUST0191,PROD0028,Category 5,145.67,2024-12-29
CUST0351,PROD0031,Category 8,51.14,2021-11-10
CUST0004,PROD0020,Category 8,144.4,2021-10-28
CUST0424,PROD0040,Category 3,198.7,2023-10-23
CUST0345,PROD0026,Category 3,17.4,2023-03-06
CUST0215,PROD0031,Category 8,109.11,2024-09-14
CUST0219,PROD0029,Category 2,94.49,2023-10-12
CUST0499,PROD0022,Category 8,178.72,2020-04-16
CUST0019,PROD0018,Category 2,164.93,2022-11-03
CUST0481,PROD0040,Category 3,75.72,2024-04-30
CUST0004,PROD0032,Category 2,96.65,2021-06-11
CUST0100,PROD0004,Category 1,69.18,2024-09-10
CUST0111,PROD0026,Category 3,141.16,2021-10-31
CUST0371,PROD0036,Category 1,83.67,2021-10-04
CUST0011,PROD0020,Category 8,144.8,2020-09-17
CUST0001,PROD0032,Category 2,175.7,2022-01-05
CUST0257,PROD0042,Category 10,40.69,2024-05-18
CUST0162,PROD0037,Category 5,167.83,2020-11-28
CUST0029,PROD0033,Category 2,86.24,2023-03-25
CUST0430,PROD0044,Category 5,144.02,2020-07-07
CUST0277,PROD0049,Category 2,109.91,2024-05-05
CUST0400,PROD0010,Category 6,53.16,2020-04-17
CUST0439,PROD0043,Category 9,159.5,2022-05-07
CUST0398,PROD0011,Category 2,101.34,2024-04-02
CUST0373,PROD0001,Category 6,68.55,2021-03-11
CUST0280,PROD0032,Category 2,38.88,2024-09-22
CUST0241,PROD0034,Category 6,126.41,2022-10-06
CUST0085,PROD0005,Category 5,107.71,2025-01-03
CUST0289,PROD0020,Category 8,80.29,2023-04-18
CUST0319,PROD0007,Category 5,145.05,2021-09-12
CUST0377,PROD0028,Category 5,55.26,2021-07-18
CUST0319,PROD0030,Category 7,84.49,2020-02-07
CUST0246,PROD0008,Category 10,16.17,2023-08-17
CUST0249,PROD0041,Category 7,115.98,2022-07-03
CUST0122,PROD0039,Category 1,126.96,2020-01-06
CUST0166,PROD0018,Category 2,183.9,2022-11-23
CUST0313,PROD0020,Category 8,138.96,2023-05-09
CUST0389,PROD0022,Category 8,139.32,2024-01-08
CUST0378,PROD0032,Category 2,161.28,2020-09-10
CUST0481,PROD0001,Category 6,150.39,2020-03-15
CUST0198,PROD0014,Category 4,85.24,2024-08-30
CUST0260,PROD0025,Category 1,43.28,2021-12-11
CUST0487,PROD0045,Category 5,59.14,2023-09-20
CUST0187,PROD0047,Category 6,167.15,2021-09-05
CUST0244,PROD0013,Category 6,155.92,2022-12-22
CUST0205,PROD0026,Category 3,199.43,2020-02-17
CUST0441,PROD0041,Category 7,44.58,2020-11-26
CUST0384,PROD0002,Category 1,123.14,2021-09-13
CUST0429,PROD0020,Category 8,153.95,2020-10-14
CUST0483,PROD0042,Category 10,95.52,2022-02-01
CUST0346,PROD0018,Category 2,190.58,2023-07-29
CUST0197,PROD0011,Category 2,160.15,2023-07-26
CUST0436,PROD0011,Category 2,30.07,2022-05-26
CUST0432,PROD0033,Category 2,177.3,2022-05-03
CUST0255,PROD0004,Category 1,134.43,2023-01-22
CUST0146,PROD0028,Category 5,139.89,2022-07-28
CUST0052,PROD0040,Category 3,58.04,2021-12-09
CUST0065,PROD0027,Category 10,101.67,2022-12-12
CUST0146,PROD0031,Category 8,150.98,2024-04-10
CUST0096,PROD0015,Category 9,34.78,2021-01-14
CUST0305,PROD0019,Category 4,26.01,2025-01-08
CUST0039,PROD0037,Category 5,162.93,2021-01-29
CUST0230,PROD0009,Category 3,15.19,2022-01-20
CUST0303,PROD0050,Category 10,110.38,2024-09-29
CUST0084,PROD0044,Category 5,106.0,2021-04-13
CUST0457,PROD0021,Category 2,46.14,2020-06-05
CUST0495,PROD0034,Category 6,109.42,2022-12-17
CUST0189,PROD0001,Category 6,54.5,2022-07-21
CUST0045,PROD0015,Category 9,48.03,2024-04-19
CUST0351,PROD0022,Category 8,192.18,2021-11-24
CUST0179,PROD0027,Category 10,58.9,2020-07-15
CUST0188,PROD0039,Category 1,56.47,2024-01-28
CUST0148,PROD0032,Category 2,75.48,2023-11-05
CUST0011,PROD0037,Category 5,35.67,2022-02-02
CUST0385,PROD0037,Category 5,122.37,2020-06-17
CUST0032,PROD0004,Category 1,126.3,2023-01-04
CUST0090,PROD0001,Category 6,20.38,2020-06-15
CUST0211,PROD0039,Category 1,55.76,2023-12-20
CUST0043,PROD0045,Category 5,113.76,2024-01-17
CUST0196,PROD0030,Category 7,89.57,2022-07-01
CUST0395,PROD0027,Category 10,135.42,2020-10-20
CUST0408,PROD0044,Category 5,149.55,2022-08-29
CUST0338,PROD0047,Category 6,21.69,2020-11-03
CUST0301,PROD0049,Category 2,178.44,2021-12-31
CUST0019,PROD0041,Category 7,150.86,2024-01-09
CUST0008,PROD0050,Category 10,34.96,2020-05-19
CUST0433,PROD0022,Category 8,57.1,2021-08-15
CUST0021,PROD0049,Category 2,147.63,2021-12-02
CUST0255,PROD0020,Category 8,133.08,2020-07-26
CUST0384,PROD0031,Category 8,150.09,2024-07-12
CUST0453,PROD0016,Category 6,173.43,2022-05-01
CUST0474,PROD0021,Category 2,83.34,2024-02-27
CUST0446,PROD0002,Category 1,56.54,2022-11-21
CUST0123,PROD0003,Category 4,57.61,2024-07-09
CUST0212,PROD0048,Category 4,13.15,2025-01-01
CUST0456,PROD0049,Category 2,195.56,2023-05-01
CUST0014,PROD0016,Category 6,43.13,2023-04-20
CUST0190,PROD0050,Category 10,87.5,2024-09-09
CUST0399,PROD0002,Category 1,53.71,2022-05-17
CUST0216,PROD0026,Category 3,105.5,2021-05-14
CUST0158,PROD0027,Category 10,134.91,2021-04-22
CUST0173,PROD0032,Category 2,73.12,2024-06-23
CUST0244,PROD0043,Category 9,180.12,2022-05-21
CUST0170,PROD0033,Category 2,153.72,2022-03-05
CUST0054,PROD0013,Category 6,48.91,2021-01-07
CUST0413,PROD0016,Category 6,41.63,2020-05-11
CUST0096,PROD0027,Category 10,46.89,2022-04-17
CUST0469,PROD0024,Category 5,13.44,2021-04-10
CUST0346,PROD0026,Category 3,120.66,2024-06-09
CUST0288,PROD0036,Category 1,94.0,2022-05-16
CUST0228,PROD0023,Category 2,78.27,2023-04-02
CUST0022,PROD0009,Category 3,13.2,2020-04-18
CUST0137,PROD0049,Category 2,198.1,2021-01-23
CUST0329,PROD0024,Category 5,98.1,2022-10-17
CUST0445,PROD0006,Category 3,126.34,2022-02-04
CUST0373,PROD0004,Category 1,46.7,2021-06-03
CUST0079,PROD0008,Category 10,16.8,2020-08-17
CUST0417,PROD0026,Category 3,60.19,2022-08-29
CUST0337,PROD0015,Category 9,137.36,2020-08-12
CUST0112,PROD0012,Category 4,183.56,2021-12-25
CUST0080,PROD0001,Category 6,175.92,2023-11-16
CUST0009,PROD0022,Category 8,38.02,2024-07-19
CUST0201,PROD0040,Category 3,116.88,2021-04-18
CUST0155,PROD0028,Category 5,153.42,2022-04-14
CUST0170,PROD0027,Category 10,79.33,2023-11-11
CUST0472,PROD0025,Category 1,125.8,2022-02-14
CUST0126,PROD0002,Category 1,19.59,2020-06-28
CUST0487,PROD0014,Category 4,144.22,2024-01-26
CUST0002,PROD0029,Category 2,51.94,2020-08-13
CUST0337,PROD0008,Category 10,17.73,2020-12-26
CUST0401,PROD0042,Category 10,140.3,2022-10-02
CUST0107,PROD0034,Category 6,59.66,2020-03-23
CUST0454,PROD0024,Category 5,170.9,2021-02-22
CUST0497,PROD0034,Category 6,163.38,2024-04-11
CUST0105,PROD0032,Category 2,136.37,2020-04-26
CUST0206,PROD0037,Category 5,169.29,2022-11-09
CUST0183,PROD0047,Category 6,155.63,2022-12-10
CUST0415,PROD0049,Category 2,120.53,2023-03-04
CUST0218,PROD0024,Category 5,41.94,2021-10-20
CUST0221,PROD0038,Category 6,176.55,2020-05-10
CUST0041,PROD0015,Category 9,81.01,2022-09-09
CUST0345,PROD0044,Category 5,17.76,2021-11-12
CUST0045,PROD0024,Category 5,58.3,2021-04-23
CUST0130,PROD0003,Category 4,26.58,2023-04-14
CUST0272,PROD0038,Category 6,159.82,2021-09-22
CUST0071,PROD0011,Category 2,10.5,2024-10-30
CUST0354,PROD0011,Category 2,167.29,2022-11-15
CUST0092,PROD0034,Category 6,164.32,2021-12-18
CUST0112,PROD0022,Category 8,165.6,2020-08-03
CUST0029,PROD0032,Category 2,119.39,2024-05-31
CUST0105,PROD0040,Category 3,10.47,2021-09-20
CUST0361,PROD0025,Category 1,20.79,2023-11-01
CUST0472,PROD0013,Category 6,47.95,2020-04-27
CUST0298,PROD0011,Category 2,111.63,2023-01-16
CUST0280,PROD0029,Category 2,79.62,2024-01-24
CUST0012,PROD0036,Category 1,191.5,2025-01-01
CUST0303,PROD0019,Category 4,25.12,2020-09-01
CUST0377,PROD0029,Category 2,34.62,2021-08-26
CUST0063,PROD0027,Category 10,76.47,2022-03-16
CUST0217,PROD0033,Category 2,62.15,2024-04-22
CUST0325,PROD0047,Category 6,20.58,2021-11-26
CUST0003,PROD0010,Category 6,159.31,2021-07-29
CUST0327,PROD0040,Category 3,24.41,2020-07-08
CUST0329,PROD0012,Category 4,140.48,2022-04-29
CUST0111,PROD0001,Category 6,158.2,2024-10-13
CUST0110,PROD0019,Category 4,180.57,2021-04-24
CUST0211,PROD0025,Category 1,143.42,2021-06-17
CUST0264,PROD0034,Category 6,91.3,2022-09-28
CUST0061,PROD0008,Category 10,85.37,2024-07-24
CUST0256,PROD0030,Category 7,118.52,2023-08-18
CUST0187,PROD0049,Category 2,90.03,2021-05-05
CUST0449,PROD0019,Category 4,89.21,2024-02-24
CUST0157,PROD0037,Category 5,122.78,2025-01-14
CUST0470,PROD0024,Category 5,14.53,2020-11-12
CUST0493,PROD0044,Category 5,114.02,2023-06-17
CUST0406,PROD0002,Category 1,146.99,2021-12-30
CUST0170,PROD0033,Category 2,149.11,2020-02-23
CUST0301,PROD0021,Category 2,94.74,2024-01-15
CUST0158,PROD0012,Category 4,188.04,2021-04-07
CUST0115,PROD0037,Category 5,49.3,2020-06-01
CUST0080,PROD0028,Category 5,133.81,2023-05-11
CUST0462,PROD0007,Category 5,66.44,2023-08-28
CUST0009,PROD0006,Category 3,35.98,2022-06-17
CUST0332,PROD0004,Category 1,29.52,2021-08-03
CUST0253,PROD0024,Category 5,185.77,2021-01-29
CUST0285,PROD0032,Category 2,43.28,2020-06-04
CUST0189,PROD0001,Category 6,40.62,2021-01-15
CUST0279,PROD0020,Category 8,87.51,2021-12-24
CUST0304,PROD0015,Category 9,88.53,2021-12-04
CUST0355,PROD0011,Category 2,193.05,2024-09-12
CUST0056,PROD0038,Category 6,63.27,2021-09-29
CUST0332,PROD0003,Category 4,36.84,2021-02-10
CUST0296,PROD0044,Category 5,52.23,2021-07-30
CUST0050,PROD0008,Category 10,18.75,2022-07-18
CUST0492,PROD0030,Category 7,62.53,2024-05-13
CUST0015,PROD0043,Category 9,71.97,2024-03-30
CUST0280,PROD0021,Category 2,52.88,2024-05-13
CUST0350,PROD0036,Category 1,196.76,2021-04-24
CUST0358,PROD0009,Category 3,87.73,2020-08-25
CUST0358,PROD0023,Category 2,14.53,2024-12-05
CUST0044,PROD0017,Category 7,149.91,2024-02-23
CUST0383,PROD0026,Category 3,150.54,2020-10-03
CUST0354,PROD0017,Category 7,167.39,2020-05-05
CUST0204,PROD0035,Category 2,144.57,2021-07-23
CUST0013,PROD0025,Category 1,26.51,2021-08-28
CUST0202,PROD0020,Category 8,21.26,2020-04-08
CUST0297,PROD0039,Category 1,55.3,2022-01-04
CUST0314,PROD0008,Category 10,145.17,2020-06-20
CUST0336,PROD0027,Category 10,86.96,2020-07-18
CUST0284,PROD0012,Category 4,193.92,2023-02-21
CUST0243,PROD0045,Category 5,174.09,2024-05-27
CUST0059,PROD0027,Category 10,19.48,2020-12-26
CUST0066,PROD0010,Category 6,57.82,2023-02-14
CUST0231,PROD0033,Category 2,66.27,2021-05-23
CUST0472,PROD0001,Category 6,27.73,2024-05-15
CUST0243,PROD0030,Category 7,25.57,2024-04-15
CUST0217,PROD0023,Category 2,108.13,2023-08-10
CUST0122,PROD0034,Category 6,141.09,2021-03-25
CUST0388,PROD0031,Category 8,182.33,2022-05-20
CUST0033,PROD0037,Category 5,65.04,2021-03-01
CUST0406,PROD0022,Category 8,119.46,2023-07-17
CUST0219,PROD0018,Category 2,123.69,2020-11-20
CUST0466,PROD0038,Category 6,146.65,2023-05-15
CUST0448,PROD0032,Category 2,64.48,2022-01-25
CUST0461,PROD0042,Category 10,172.13,2024-03-27
CUST0079,PROD0017,Category 7,82.65,2022-12-13
CUST0450,PROD0005,Category 5,184.57,2022-10-26
CUST0148,PROD0047,Category 6,19.08,2024-07-14
CUST0142,PROD0006,Category 3,100.56,2021-10-18
CUST0251,PROD0044,Category 5,21.55,2021-09-21
CUST0429,PROD0008,Category 10,115.64,2024-09-20
CUST0373,PROD0003,Category 4,157.79,2021-12-14
CUST0186,PROD0044,Category 5,142.55,2021-05-05
CUST0397,PROD0038,Category 6,179.16,2023-10-30
CUST0077,PROD0031,Category 8,170.88,2020-11-04
CUST0238,PROD0024,Category 5,105.33,2020-10-11
CUST0070,PROD0047,Category 6,133.12,2020-12-16
CUST0084,PROD0015,Category 9,67.96,2021-09-11
CUST0049,PROD0037,Category 5,54.64,2020-04-10
CUST0418,PROD0006,Category 3,121.81,2021-02-21
CUST0286,PROD0021,Category 2,156.98,2022-09-28
CUST0075,PROD0039,Category 1,23.28,2021-07-21
CUST0010,PROD0019,Category 4,77.69,2022-07-03
CUST0257,PROD0012,Category 4,64.98,2021-10-19
CUST0287,PROD0010,Category 6,44.46,2024-02-05
CUST0285,PROD0020,Category 8,88.57,2021-01-02
CUST0058,PROD0034,Category 6,115.05,2024-01-08
CUST0199,PROD0012,Category 4,32.18,2023-11-08
CUST0284,PROD0008,Category 10,78.16,2021-08-02
CUST0402,PROD0017,Category 7,83.53,2020-06-30
CUST0333,PROD0005,Category 5,55.44,2022-03-27
CUST0152,PROD0047,Category 6,93.41,2022-05-05
CUST0403,PROD0040,Category 3,144.51,2023-10-14
CUST0072,PROD0024,Category 5,101.64,2020-06-06
CUST0116,PROD0016,Category 6,49.39,2021-08-01
CUST0033,PROD0016,Category 6,131.98,2024-08-08
CUST0442,PROD0044,Category 5,68.33,2020-08-22
CUST0334,PROD0030,Category 7,181.68,2021-04-19
CUST0230,PROD0031,Category 8,137.18,2023-05-28
CUST0010,PROD0001,Category 6,64.81,2020-01-29
CUST0323,PROD0044,Category 5,162.02,2023-04-01
CUST0275,PROD0008,Category 10,56.74,2020-08-05
CUST0050,PROD0012,Category 4,22.14,2020-02-21
CUST0446,PROD0004,Category 1,60.08,2020-10-20
CUST0432,PROD0015,Category 9,187.05,2023-06-01
CUST0311,PROD0003,Category 4,29.92,2024-05-28
CUST0208,PROD0003,Category 4,85.21,2021-01-27
CUST0214,PROD0008,Category 10,158.13,2021-07-10
CUST0277,PROD0027,Category 10,48.29,2024-12-06
